,State,County,TotalPop,Hispanic,White,Black,Native,Asian,Pacific,IncomePerCap,Poverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Average_House_Price
572,Illinois,DeKalb County,104473,10.8,77.6,7.1,0.0,2.4,0.0,26511,18.1,32.8,20.9,24.1,9.0,13.2,79.3,8.7,2.0,4.2,1.8,4.0,25.5,77.1,18.8,3.9,0.3,8.6,167265.77080047395
573,Illinois,Douglas County,19830,7.2,90.5,0.3,0.3,0.7,0.1,26284,12.1,27.1,15.4,23.8,11.6,22.2,76.8,9.3,0.2,3.5,4.8,5.5,20.8,78.5,13.5,7.7,0.3,5.4,86300.40567201367
575,Illinois,Edgar County,17603,1.1,97.2,0.6,0.2,0.4,0.0,26344,15.4,28.2,17.4,19.6,9.2,25.6,83.1,10.1,0.3,1.4,0.4,4.7,19.4,79.1,13.4,7.3,0.2,7.4,80797.97996615831
576,Illinois,Edwards County,6570,1.3,96.7,0.4,0.0,0.9,0.0,26549,11.5,25.1,13.9,22.2,15.0,23.8,84.9,7.5,0.1,2.3,0.8,4.3,20.9,82.7,9.2,8.0,0.0,6.1,87724.3917332106
577,Illinois,Effingham County,34164,1.9,96.0,0.6,0.1,0.2,0.0,29300,11.3,30.6,16.4,23.0,11.4,18.6,86.0,7.2,0.5,1.8,1.2,3.4,17.3,83.2,8.9,7.2,0.7,4.4,140260.8696383012
578,Illinois,Fayette County,21980,1.7,91.8,5.1,0.3,0.5,0.0,21844,17.8,24.2,22.5,20.9,12.3,20.1,84.2,8.8,1.0,2.2,1.3,2.5,22.7,77.2,15.1,7.3,0.3,7.4,105462.20939282289
579,Illinois,Ford County,13470,3.0,94.3,0.9,0.4,0.5,0.0,26611,15.7,31.1,17.2,19.8,13.6,18.4,79.3,10.1,0.1,4.5,1.1,4.9,22.3,78.2,11.0,10.7,0.2,6.6,104381.59000973865
580,Illinois,Franklin County,39302,1.6,96.0,0.6,0.2,0.5,0.1,22346,19.9,25.8,20.9,22.2,13.5,17.7,82.9,11.1,0.3,1.1,1.6,2.9,24.8,77.9,15.7,6.2,0.3,8.9,91782.88058587792
581,Illinois,Fulton County,35733,2.9,92.0,3.8,0.1,0.2,0.0,24269,15.5,30.6,20.8,20.2,10.7,17.8,84.8,8.8,0.2,2.6,1.0,2.6,24.7,76.5,16.4,7.2,0.0,7.7,73616.71061729129
582,Illinois,Gallatin County,5226,1.1,95.8,0.3,0.5,0.3,0.0,24538,16.6,33.8,17.6,19.0,12.4,17.2,87.7,8.0,0.2,0.3,2.2,1.5,27.2,75.6,16.0,8.2,0.2,7.8,100776.90429622405
583,Illinois,Greene County,13311,0.4,96.7,1.3,0.2,0.2,0.0,22836,17.9,26.8,22.1,20.7,9.7,20.8,81.6,9.4,0.2,3.4,1.3,4.1,27.2,77.6,14.3,7.7,0.3,6.7,85267.43681514975
584,Illinois,Grundy County,50333,9.4,87.1,1.3,0.0,0.7,0.0,31914,9.4,30.5,15.0,24.2,12.8,17.5,87.6,6.4,0.6,0.5,1.0,3.9,28.7,84.8,11.8,3.5,0.0,5.8,197298.67620327356
585,Illinois,Hamilton County,8259,0.3,98.9,0.6,0.1,0.1,0.0,25945,13.9,30.2,18.6,21.6,14.4,15.3,79.3,11.8,1.9,1.9,0.8,4.2,27.7,77.1,14.6,8.0,0.3,4.0,122581.47684310663
586,Illinois,Hancock County,18264,1.4,96.3,0.7,0.0,0.4,0.0,26118,11.2,29.5,14.8,22.6,12.9,20.2,83.3,8.2,0.2,2.1,0.8,5.3,23.4,77.4,13.3,9.3,0.0,6.6,86663.39892103254
588,Illinois,Henderson County,6927,1.5,96.3,0.1,0.3,0.7,0.0,27949,11.3,25.0,21.4,18.3,12.9,22.4,85.4,6.5,0.4,2.2,0.8,4.7,24.8,76.7,14.3,8.3,0.7,6.0,97182.96236295027
589,Illinois,Henry County,49649,5.5,90.8,1.8,0.1,0.6,0.0,28443,12.5,30.8,16.8,23.0,10.7,18.7,84.8,8.3,0.1,1.8,0.9,4.0,22.0,80.5,12.8,6.5,0.1,5.1,112497.70189242727
590,Illinois,Iroquois County,28457,6.6,90.3,1.1,0.0,0.4,0.0,26480,15.5,28.9,17.9,21.8,13.5,17.9,81.9,9.2,0.2,1.9,1.9,5.0,23.2,78.0,13.1,8.6,0.4,6.5,91657.61900043873
591,Illinois,Jackson County,59115,4.3,74.5,14.5,0.2,3.4,0.0,23455,27.9,37.9,19.4,23.9,6.9,11.9,78.5,8.9,1.1,6.1,1.8,3.6,19.2,66.2,27.7,5.9,0.2,8.4,86222.6968969755
592,Illinois,Jasper County,9608,1.5,97.2,0.4,0.1,0.0,0.0,25806,12.4,27.9,15.7,25.5,11.3,19.7,78.6,9.0,0.1,3.4,1.0,7.9,23.6,76.4,13.4,9.5,0.7,4.4,95457.1997049601
593,Illinois,Jefferson County,38358,2.4,85.8,8.5,0.1,1.1,0.0,24617,18.9,28.1,18.4,23.9,8.7,20.9,82.7,8.9,0.9,1.7,2.5,3.3,19.8,80.7,12.2,6.9,0.1,8.5,103603.45676974015
594,Illinois,Jersey County,22215,1.3,96.1,0.5,0.1,0.4,0.1,27528,9.4,33.0,18.3,23.0,10.2,15.5,84.1,7.8,0.1,3.5,0.4,4.0,28.6,83.5,10.0,6.3,0.3,6.3,135914.66330595542
595,Illinois,Jo Daviess County,22046,2.9,94.9,0.4,0.2,0.5,0.1,32401,7.6,28.0,18.8,24.0,10.7,18.6,78.8,7.9,1.0,4.8,1.0,6.4,21.5,81.7,8.4,9.4,0.5,4.3,131456.42988023584
596,Illinois,Johnson County,12899,3.3,84.7,11.1,0.1,0.1,0.0,20726,13.9,36.4,20.3,21.3,10.9,11.2,83.4,5.2,0.1,4.2,1.3,5.9,25.0,67.8,25.2,6.7,0.3,7.5,122422.15627060241
597,Illinois,Kane County,529402,31.6,57.6,5.4,0.1,3.9,0.0,33486,10.4,34.6,16.7,24.9,7.6,16.3,80.5,9.3,2.6,1.3,1.3,5.0,29.0,86.6,9.6,3.6,0.1,6.2,219472.4690421125
598,Illinois,Kankakee County,110801,10.1,72.2,15.1,0.2,1.0,0.0,26150,15.1,30.5,17.4,23.6,9.3,19.2,82.9,7.9,1.6,2.6,2.0,2.9,23.9,82.9,12.9,4.0,0.1,7.5,128390.14250922763
599,Illinois,Kendall County,122933,17.6,71.2,6.4,0.1,3.2,0.0,33369,5.6,38.2,13.8,26.7,9.2,12.1,83.4,7.2,3.1,0.6,0.9,4.8,33.0,85.3,11.7,2.8,0.2,5.0,219855.46751933495
600,Illinois,Knox County,51374,5.5,83.4,8.4,0.0,1.0,0.0,23676,18.1,30.2,20.3,21.5,8.9,19.1,83.0,7.9,0.6,4.7,1.3,2.7,17.8,81.1,13.0,5.8,0.2,6.3,80567.66378168698
601,Illinois,Lake County,704476,21.1,62.8,6.6,0.1,7.1,0.0,42388,8.5,42.3,15.3,24.8,5.9,11.6,77.0,8.0,4.4,2.8,1.2,6.5,30.0,85.7,9.7,4.4,0.3,6.3,240800.74850592017
602,Illinois,Lee County,34670,5.9,86.7,5.2,0.2,0.7,0.1,28179,11.8,31.5,17.8,22.9,9.9,17.9,83.8,8.5,0.5,1.9,1.2,4.2,21.5,77.8,14.0,7.9,0.3,5.9,102179.90740697137
603,Illinois,Livingston County,36812,4.4,89.2,4.0,0.0,0.7,0.0,27318,13.3,26.6,18.7,22.8,11.5,20.6,81.5,9.0,0.2,3.9,2.2,3.2,19.8,79.5,14.1,6.2,0.1,5.5,92838.3341413155
604,Illinois,Logan County,29488,3.4,86.5,6.7,0.1,0.8,0.0,26479,9.2,30.3,18.7,24.2,9.6,17.3,80.6,10.9,0.6,2.8,0.8,4.4,21.5,77.0,15.2,7.4,0.3,5.6,98027.726287254
605,Illinois,McDonough County,31597,2.7,88.2,4.8,0.2,2.2,0.0,22527,22.3,32.2,22.1,24.5,8.4,12.7,76.9,8.5,1.2,8.3,1.3,3.7,15.6,68.0,26.6,5.0,0.4,8.6,79818.26791807247
606,Illinois,McHenry County,308043,12.5,81.9,1.2,0.1,2.7,0.0,36208,7.3,36.6,15.6,26.7,8.4,12.7,82.8,6.9,2.6,0.9,0.9,5.9,33.6,84.9,10.4,4.6,0.1,5.4,204711.82420407564
607,Illinois,McLean County,173231,4.7,79.8,8.0,0.1,5.1,0.0,32943,14.5,43.4,16.9,25.1,5.8,8.8,80.6,9.0,1.6,4.0,1.2,3.6,18.0,82.7,13.4,3.8,0.1,3.9,164062.38398757228
608,Illinois,Macon County,107587,2.2,76.7,13.9,0.3,1.1,0.0,28280,16.6,32.0,20.2,23.3,8.4,16.1,83.0,9.5,1.5,1.8,1.0,3.2,17.9,82.5,12.4,4.9,0.2,9.2,79645.39741868898
609,Illinois,Macoupin County,45960,1.1,96.3,0.8,0.1,0.4,0.0,27255,13.3,31.0,17.3,23.9,11.2,16.7,82.5,8.2,0.3,2.5,1.2,5.2,27.6,79.8,13.7,6.3,0.2,8.2,95054.2608486556
610,Illinois,Madison County,266153,3.1,85.5,8.4,0.2,0.9,0.0,30278,13.5,34.9,17.8,24.5,8.8,14.0,85.5,6.8,1.8,1.3,0.7,3.8,24.8,83.0,12.9,4.0,0.1,7.4,116236.42355268988
611,Illinois,Marion County,38305,1.9,91.5,3.4,0.2,0.7,0.0,24112,17.8,26.2,22.4,19.6,8.5,23.3,85.0,9.3,0.5,2.1,0.8,2.3,20.4,79.6,15.4,4.9,0.1,8.7,77926.4136354732
612,Illinois,Marshall County,11925,3.1,94.9,0.4,0.1,0.3,0.2,29025,10.3,29.4,19.4,20.3,11.4,19.5,82.8,9.8,0.0,2.7,1.1,3.6,27.7,82.5,9.9,7.2,0.3,6.2,82107.82078142827
613,Illinois,Mason County,13904,1.0,96.7,0.6,0.1,0.2,0.0,25952,13.9,28.4,17.5,22.7,13.1,18.2,82.0,10.3,0.1,3.8,1.3,2.6,26.9,76.2,16.3,7.5,0.0,8.0,81972.40609869313
614,Illinois,Massac County,14594,2.7,88.7,6.1,0.1,0.2,0.0,23434,18.4,26.8,20.9,24.5,12.6,15.2,86.5,7.6,0.9,1.5,1.2,2.4,20.7,81.0,13.7,5.1,0.1,7.9,88882.29637524205
615,Illinois,Menard County,12416,1.4,95.8,0.5,0.1,0.3,0.4,32839,11.4,38.7,16.7,24.0,12.5,8.2,82.5,10.3,0.1,1.6,0.7,4.9,27.6,71.8,22.8,5.1,0.3,4.6,147622.678986912
616,Illinois,Mercer County,15794,2.2,95.8,0.6,0.1,0.3,0.0,27844,11.4,29.9,14.1,22.7,12.7,20.6,90.1,4.1,0.0,0.8,0.9,4.2,26.7,79.6,11.9,8.4,0.1,6.5,119468.66834149584
617,Illinois,Monroe County,33739,1.5,96.5,0.4,0.1,0.7,0.0,37043,5.3,41.1,14.8,24.6,10.1,9.4,84.6,7.3,0.3,1.2,0.7,5.9,28.4,83.7,11.9,4.3,0.1,4.4,195772.25416749783
618,Illinois,Montgomery County,29173,1.7,90.9,6.0,0.2,0.1,0.0,23172,15.6,34.2,18.1,24.1,9.5,14.1,88.0,4.9,0.7,1.7,0.4,4.3,23.3,76.3,16.0,7.6,0.2,5.8,83399.63759043746
619,Illinois,Morgan County,34442,2.3,89.0,6.1,0.2,0.7,0.0,26253,14.9,31.9,18.8,25.9,7.9,15.4,82.1,8.4,0.4,3.5,1.7,3.8,19.4,75.8,16.9,7.2,0.1,6.1,97798.19186258716
620,Illinois,Moultrie County,14711,1.2,97.0,0.6,0.2,0.2,0.0,26166,12.1,29.0,14.2,21.0,9.4,26.4,79.0,8.3,0.0,2.5,4.2,5.9,22.3,82.1,9.6,8.0,0.3,3.0,90652.76915969152
621,Illinois,Ogle County,51619,9.8,87.3,1.1,0.1,0.5,0.0,29239,11.1,30.5,16.6,21.1,9.9,21.8,81.2,10.9,0.3,1.3,1.2,5.2,26.0,80.3,13.4,6.1,0.2,6.5,125175.00264282356
622,Illinois,Peoria County,186145,4.6,70.4,17.4,0.2,3.9,0.0,29683,15.9,38.4,18.8,24.4,7.5,10.9,82.5,8.2,2.5,2.5,1.5,2.8,18.9,86.4,9.6,3.9,0.2,8.3,101023.88594217987
623,Illinois,Perry County,21467,3.0,86.3,8.7,0.3,0.6,0.0,23929,14.7,24.1,20.8,18.0,16.8,20.3,84.8,11.2,0.4,1.0,0.3,2.3,25.0,80.0,15.3,4.7,0.0,6.7,77287.46564462072
624,Illinois,Piatt County,16433,1.3,92.7,1.1,0.1,0.4,0.0,33672,5.4,36.3,16.3,21.9,12.0,13.5,84.8,9.1,0.8,1.4,0.8,3.2,23.2,73.9,17.9,7.6,0.5,4.5,145372.01302847776
625,Illinois,Pike County,15930,1.3,95.5,1.6,0.2,0.3,0.0,23218,14.9,28.3,16.1,22.3,13.6,19.7,82.1,9.5,0.1,2.4,1.3,4.7,24.3,78.1,14.1,7.5,0.3,6.7,84831.57772712623
626,Illinois,Pope County,4360,1.9,90.5,4.9,0.2,1.0,0.0,22191,12.7,22.1,25.6,16.8,14.3,21.3,82.9,6.2,0.9,1.7,2.4,5.9,33.1,76.1,16.7,7.2,0.0,9.1,137240.07196650415
627,Illinois,Putnam County,5771,5.3,92.4,0.3,0.0,0.4,0.0,33697,8.9,31.8,17.5,16.7,13.0,21.0,88.1,6.7,0.0,1.7,1.0,2.5,23.7,81.8,12.6,5.7,0.0,5.2,101171.17921981106
628,Illinois,Randolph County,32829,3.1,85.0,10.6,0.1,0.4,0.0,24716,12.3,24.7,19.3,20.0,12.5,23.5,83.3,8.9,0.1,3.8,1.1,2.7,25.2,79.8,14.3,5.7,0.2,4.4,72648.01004438727
629,Illinois,Richland County,15953,1.7,95.6,0.4,0.3,0.7,0.0,25262,15.0,28.6,16.8,21.0,10.4,23.2,82.6,11.8,0.4,1.7,0.9,2.6,19.2,81.0,12.6,6.3,0.1,6.3,91329.55277777107
630,Illinois,Rock Island County,146205,12.6,72.6,9.6,0.2,2.4,0.0,27822,14.6,29.5,19.5,23.0,8.5,19.5,83.1,8.1,1.6,2.5,2.1,2.7,19.1,84.2,11.7,3.9,0.1,7.1,109276.11435056687
631,Illinois,Saline County,24430,1.7,91.6,3.4,0.1,0.7,0.0,22725,20.6,26.8,22.5,22.9,13.3,14.5,86.3,9.6,0.5,1.5,0.6,1.5,23.1,76.0,17.4,6.2,0.5,11.3,81909.21554293328
632,Illinois,Sangamon County,198134,2.2,80.8,12.6,0.1,1.9,0.0,33277,15.6,41.2,18.2,25.1,6.5,9.0,83.4,7.6,1.6,2.0,1.5,3.9,19.6,72.0,23.0,4.8,0.2,6.9,132707.37933541145
633,Illinois,Schuyler County,7181,0.3,93.4,5.5,0.0,0.0,0.0,23670,21.5,27.9,21.8,23.7,10.4,16.2,80.6,10.9,0.5,3.3,0.1,4.6,24.1,69.9,21.8,8.3,0.0,6.9,98316.64276948695
634,Illinois,Scott County,5109,1.2,97.2,0.1,0.5,0.1,0.1,26918,14.9,30.2,16.4,21.3,11.9,20.2,81.3,11.1,0.9,2.6,0.5,3.5,25.1,78.2,12.7,8.9,0.2,8.8,124740.26815401339
635,Illinois,Shelby County,21906,1.0,97.4,0.7,0.2,0.4,0.0,24808,12.1,26.4,20.0,18.4,12.4,22.8,87.5,6.0,0.3,0.7,0.8,4.8,23.5,81.9,10.3,7.8,0.0,4.4,98929.45564982464
636,Illinois,Stark County,5551,1.4,96.1,0.7,0.0,0.8,0.0,30009,14.0,35.5,16.9,18.8,11.8,17.0,78.7,8.5,0.5,3.4,1.0,7.9,24.7,77.1,11.1,10.4,1.4,4.8,99209.65128940823
637,Illinois,Stephenson County,45839,3.6,83.3,9.5,0.1,0.8,0.0,25792,16.1,28.8,17.7,22.5,11.7,19.2,78.8,11.0,0.5,2.9,1.9,5.0,20.5,81.1,11.1,7.6,0.2,8.0,75770.90707004066
638,Illinois,Tazewell County,134695,2.2,94.2,1.2,0.1,1.0,0.0,32082,8.0,35.1,16.4,25.5,8.3,14.8,87.5,6.9,0.5,1.4,0.9,2.8,21.2,84.9,10.7,4.2,0.2,5.1,120554.91515054362
639,Illinois,Union County,17267,5.0,91.4,0.7,0.0,0.2,0.0,24646,16.8,31.1,20.7,17.6,13.2,17.4,82.3,9.6,0.6,0.5,1.8,5.1,24.6,69.9,22.4,6.9,0.8,5.3,113234.44693673956
640,Illinois,Vermilion County,79207,4.8,78.8,13.9,0.3,0.9,0.0,23416,19.8,26.9,20.0,22.6,9.2,21.2,84.7,7.8,0.8,2.7,0.8,3.2,19.8,79.0,14.3,6.4,0.2,8.3,64629.30882708225
641,Illinois,Wabash County,11568,2.0,94.9,0.8,0.1,1.2,0.0,25105,13.1,27.9,17.7,16.8,13.2,24.4,83.6,11.6,0.1,0.5,0.6,3.4,20.3,80.5,11.5,7.7,0.3,7.6,91447.22288820344
642,Illinois,Warren County,17429,9.2,84.4,2.8,0.0,2.3,0.0,24840,13.8,31.4,19.1,20.0,8.7,20.9,78.2,9.4,0.7,4.8,1.9,4.9,17.9,80.5,11.8,7.4,0.2,6.6,78677.9489186158
643,Illinois,Washington County,14260,1.4,96.2,0.5,0.3,0.4,0.1,29687,9.7,29.5,16.7,21.8,10.7,21.2,85.0,7.6,0.7,2.5,0.7,3.4,23.4,79.7,13.3,6.6,0.5,4.4,102931.9188777526
644,Illinois,Wayne County,16569,1.4,96.4,0.6,0.2,0.4,0.0,25046,15.8,25.6,16.8,20.7,12.1,24.8,81.6,8.9,0.8,2.4,0.7,5.6,23.9,79.7,11.5,8.5,0.2,4.8,109342.34126407887
645,Illinois,White County,14186,1.4,96.6,0.4,0.1,0.7,0.1,26522,13.9,28.8,16.6,20.0,14.5,20.0,84.3,9.8,0.6,1.9,0.5,3.0,24.8,78.8,12.1,9.2,0.0,8.2,85022.87438304424
646,Illinois,Whiteside County,56823,11.8,84.9,1.6,0.1,0.5,0.1,28188,11.1,26.3,19.0,23.4,8.5,22.7,84.0,9.6,0.4,1.8,1.5,2.8,19.4,81.9,13.2,4.7,0.2,6.0,92810.24795268517
647,Illinois,Will County,687727,16.8,64.7,11.0,0.1,5.2,0.0,33731,7.4,36.6,16.0,24.9,8.6,14.0,84.4,5.8,3.8,0.7,1.1,4.2,32.9,85.7,11.2,3.0,0.1,6.0,222731.4900694898
648,Illinois,Williamson County,67477,2.5,90.1,4.0,0.2,1.0,0.0,26023,15.2,32.3,21.3,24.5,9.2,12.8,85.1,7.7,0.5,1.6,0.9,4.1,21.8,73.5,20.7,5.7,0.1,6.9,112149.6905842356
649,Illinois,Winnebago County,287512,12.2,70.2,12.4,0.1,2.5,0.0,27297,15.3,30.8,17.8,23.9,7.2,20.3,83.6,9.3,1.2,1.0,1.3,3.5,21.9,84.8,10.3,4.7,0.2,10.0,97938.79701680946
650,Illinois,Woodford County,38942,1.7,95.7,0.6,0.1,0.8,0.0,34198,7.4,38.0,16.5,22.2,9.6,13.7,85.9,7.1,0.5,1.9,0.6,3.9,22.7,84.2,10.0,5.7,0.2,4.7,160083.739334775
651,Indiana,Adams County,35018,4.4,93.7,0.9,0.0,0.4,0.0,21534,18.9,24.2,15.9,19.6,13.9,26.3,74.3,16.7,0.0,2.6,1.9,4.5,22.8,83.1,8.2,8.1,0.6,5.2,126665.31057145477
652,Indiana,Allen County,367747,7.2,74.6,11.3,0.2,3.5,0.0,26932,14.7,33.7,16.5,24.3,7.6,17.9,84.3,8.7,0.8,1.2,0.9,4.0,21.3,87.2,8.6,4.1,0.1,6.3,123980.69723029943
653,Indiana,Bartholomew County,81024,6.5,83.2,1.7,0.2,6.3,0.1,29955,12.4,40.7,14.4,18.9,6.4,19.5,85.1,8.6,0.6,1.3,1.7,2.7,19.6,88.0,7.6,4.3,0.1,5.0,152166.4609445679
654,Indiana,Benton County,8685,5.1,92.8,0.9,0.0,0.2,0.0,23652,14.9,25.2,12.9,24.5,14.1,23.3,78.0,11.7,0.6,3.0,0.8,6.0,26.3,73.6,15.8,10.0,0.6,4.2,85516.05704509547
655,Indiana,Blackford County,12214,1.5,96.0,0.2,0.2,0.5,0.0,22328,12.8,22.7,14.4,21.2,10.7,31.0,85.3,7.9,0.5,2.7,1.3,2.3,23.5,83.7,10.9,5.2,0.2,6.8,70595.39549296019
656,Indiana,Boone County,63013,2.7,91.6,1.6,0.2,2.6,0.0,42844,6.1,48.2,12.4,20.8,7.1,11.6,86.0,6.3,0.1,0.9,1.3,5.4,24.9,85.1,8.9,6.0,0.1,3.3,234043.72621769225
657,Indiana,Brown County,15007,1.6,95.9,0.5,0.0,0.7,0.0,31365,10.6,33.3,15.2,24.5,11.5,15.4,85.6,8.4,0.2,1.1,0.2,4.5,33.3,80.8,8.8,9.9,0.5,5.9,180641.26664923035
658,Indiana,Carroll County,19994,3.9,94.2,0.5,0.2,0.1,0.0,26589,10.2,26.3,14.7,19.6,13.1,26.3,82.2,11.3,0.1,1.3,1.1,4.1,28.4,79.6,12.5,7.8,0.2,5.2,124628.19150637618
659,Indiana,Cass County,38248,14.6,81.0,1.4,0.3,1.5,0.0,23592,13.9,23.4,17.2,18.6,11.0,29.8,84.3,9.9,0.6,1.5,1.5,2.2,20.6,82.9,12.7,4.3,0.1,6.4,81835.54147276744
660,Indiana,Clark County,114893,5.3,83.9,6.7,0.1,0.7,0.0,26875,9.7,31.1,16.9,25.5,7.6,18.8,85.7,8.3,0.9,0.9,0.9,3.3,24.0,85.9,10.1,4.0,0.0,5.7,142423.70824599362
661,Indiana,Clay County,26375,1.3,96.4,0.4,0.1,0.3,0.0,24339,13.9,29.3,18.8,20.6,9.4,21.8,82.6,12.3,0.0,1.8,1.0,2.2,26.2,79.1,15.5,5.4,0.0,4.9,87596.47889857124
662,Indiana,Clinton County,32455,15.2,83.0,0.6,0.2,0.3,0.1,23722,13.3,24.2,14.5,18.4,10.2,32.7,80.8,11.5,0.1,1.2,2.3,4.0,23.0,86.7,8.3,5.0,0.1,5.2,102430.5888993544
663,Indiana,Crawford County,10598,1.5,96.4,0.2,0.6,0.0,0.0,19424,17.8,21.5,20.7,16.8,11.6,29.4,87.7,7.4,0.3,1.0,1.0,2.6,32.7,80.9,13.7,5.4,0.0,4.3,77173.60019230371
664,Indiana,Daviess County,32777,4.8,92.3,1.6,0.0,0.2,0.0,21794,13.0,25.0,15.4,19.3,17.4,22.9,76.2,15.4,0.3,2.9,2.8,2.3,25.5,81.1,12.6,6.0,0.2,5.4,126252.56972343057
665,Indiana,Dearborn County,49564,1.2,96.3,0.8,0.2,0.4,0.0,30228,10.1,31.5,17.7,21.8,11.5,17.5,86.1,7.6,0.4,1.6,1.0,3.4,28.7,84.4,10.5,4.9,0.2,5.8,170530.5967981946
666,Indiana,Decatur County,26480,1.9,94.9,0.7,0.1,1.6,0.0,25548,11.4,30.0,15.2,15.6,9.5,29.7,83.1,10.3,0.6,2.0,0.9,3.1,21.4,85.7,9.5,4.7,0.1,4.8,135357.69318725294
667,Indiana,Delaware County,115938,2.3,87.1,7.1,0.1,1.3,0.0,23271,21.2,32.4,21.6,24.1,8.0,13.9,80.0,8.1,1.9,4.7,2.0,3.4,20.6,81.9,14.3,3.7,0.1,7.9,82370.88524457348
668,Indiana,Dubois County,42379,7.1,91.2,0.6,0.1,0.6,0.0,28302,10.0,31.6,14.9,21.0,9.7,22.7,88.0,5.8,0.1,1.5,0.4,4.3,19.1,84.3,10.2,5.4,0.0,2.9,149088.07518714826
669,Indiana,Elkhart County,202924,15.4,75.3,5.4,0.1,1.0,0.0,23817,13.8,25.5,14.2,21.6,7.3,31.5,77.6,14.0,0.4,1.7,2.7,3.5,19.4,87.1,7.8,4.9,0.2,5.6,140369.2750201559
670,Indiana,Fayette County,23426,1.0,95.8,2.5,0.0,0.1,0.0,22428,18.2,24.4,18.5,22.5,8.8,25.7,84.8,8.7,0.4,1.3,1.4,3.4,26.1,85.6,9.1,5.1,0.2,7.5,70608.3835502817
671,Indiana,Floyd County,76481,3.1,88.3,5.2,0.4,1.1,0.0,30663,10.8,36.7,14.5,25.1,8.1,15.6,86.1,7.8,0.9,1.0,0.3,3.9,22.6,85.9,9.9,4.1,0.1,5.1,163706.47776123552
672,Indiana,Fountain County,16620,2.4,95.6,0.4,0.2,0.1,0.0,25383,12.6,26.4,13.5,17.5,12.0,30.6,82.5,9.6,0.5,2.9,1.1,3.3,25.4,82.3,10.8,6.6,0.3,6.3,102191.56402613671
673,Indiana,Franklin County,22835,1.1,98.4,0.2,0.0,0.3,0.0,26267,9.9,31.6,15.6,18.8,12.9,21.1,88.9,5.7,0.1,0.6,0.7,4.0,30.1,82.5,10.0,7.4,0.1,5.3,160653.94251411862
674,Indiana,Fulton County,20296,5.0,92.3,1.0,0.5,0.3,0.1,23557,13.3,23.1,15.2,19.6,11.3,30.8,82.0,10.2,0.1,1.1,2.0,4.6,22.8,81.2,11.2,7.1,0.6,3.8,109400.93709428616
675,Indiana,Gibson County,33596,1.5,94.2,2.0,0.1,0.3,0.0,27342,10.7,26.7,15.6,18.9,12.5,26.3,87.1,6.8,0.2,2.6,1.0,2.3,21.5,88.6,7.4,3.9,0.1,3.5,113737.47333888525
676,Indiana,Grant County,67615,4.1,85.3,7.1,0.2,0.9,0.0,21024,19.1,28.1,20.6,23.1,7.7,20.5,80.8,7.7,0.3,5.1,1.1,5.0,18.3,83.7,12.4,3.8,0.1,7.6,80307.70760898704
677,Indiana,Greene County,32431,1.3,96.8,0.2,0.0,0.4,0.0,24744,12.9,29.3,18.7,22.4,12.2,17.4,89.0,7.8,0.1,1.4,1.0,0.7,28.7,75.0,19.0,5.9,0.1,6.2,103382.10457752756
679,Indiana,Hancock County,72776,2.2,93.0,1.9,0.1,0.8,0.0,31428,7.0,38.3,14.2,25.1,10.5,11.9,88.6,5.5,0.1,0.9,0.5,4.3,26.1,83.5,12.7,3.8,0.1,4.0,176239.56199706104
680,Indiana,Harrison County,39450,1.7,95.7,0.2,0.6,0.4,0.0,25993,12.9,29.0,16.6,23.4,10.1,20.9,86.3,7.7,0.1,1.2,0.8,3.8,29.4,84.4,12.3,3.2,0.2,6.6,145947.30119060058
681,Indiana,Hendricks County,158170,3.6,85.8,6.0,0.2,2.5,0.0,33031,5.1,40.4,14.5,24.4,7.8,13.0,87.5,6.3,0.1,0.8,1.1,4.3,27.0,84.3,11.3,4.3,0.1,4.5,187370.36371258038
682,Indiana,Henry County,48649,1.7,93.8,2.3,0.2,0.5,0.0,23293,16.1,28.9,17.9,23.5,9.3,20.5,85.3,8.3,0.2,1.3,0.9,3.9,26.8,80.3,12.4,7.0,0.3,7.0,89302.2601967196
683,Indiana,Howard County,82457,3.2,85.8,7.0,0.4,1.3,0.0,26294,16.5,28.7,18.7,20.9,8.0,23.7,83.9,10.2,0.3,1.0,1.3,3.2,19.9,84.1,11.2,4.5,0.1,6.5,96032.14147922002
684,Indiana,Huntington County,36520,2.2,95.2,0.8,0.3,0.8,0.0,24222,11.6,27.4,16.6,21.5,9.1,25.4,85.5,6.9,0.3,3.5,0.5,3.4,20.2,85.0,9.5,5.4,0.1,3.9,107924.54971367093
685,Indiana,Jackson County,43779,6.4,89.3,1.1,0.3,1.9,0.0,23260,15.6,27.8,15.6,22.9,9.0,24.7,83.7,10.0,0.4,1.6,2.4,1.9,20.5,84.9,9.9,4.7,0.5,6.2,130240.80838256767
686,Indiana,Jasper County,33448,5.9,91.7,0.7,0.0,0.4,0.0,24953,9.0,25.3,15.8,20.7,16.8,21.4,85.3,8.3,0.5,1.9,0.9,3.1,27.0,85.9,9.2,4.6,0.3,5.2,159596.59280357914
